id,NO,station,key,year,date,from_time,RH,SO2,CO,O3,PM25,NOX,WS,WD,NO2,CH4,NH3,BENZ,TOLU,TEMP,SR,AT,PM10,PRES,ETHYL,NMHC,THC
4663,106.48,CRS,CRS_10_12_2015_20_00_00,2015,10/12/2015,20:00:00,,9.95,1.96,,,105.91,,,64.83,,,,,,,,89.71,,,,
4664,30,CRS,CRS_11_12_2015_00_00_00,2015,11/12/2015,00:00:00,,9.46,0.74,,,27.86,,,51.55,,,,,,,,37.67,,,,
4665,37.11,CRS,CRS_11_12_2015_04_00_00,2015,11/12/2015,04:00:00,,9.61,1.16,,,42.46,,,30.26,,,,,,,,88.18,,,,
4666,47.29,CRS,CRS_11_12_2015_08_00_00,2015,11/12/2015,08:00:00,,9.63,1.89,,,55.98,,,42.4,,,,,,,,104.56,,,,
4667,49.27,CRS,CRS_11_12_2015_12_00_00,2015,11/12/2015,12:00:00,,9.15,2.05,,,64.18,,,56.18,,,,,,,,95.53,,,,
4668,85.46,CRS,CRS_11_12_2015_16_00_00,2015,11/12/2015,16:00:00,,9.68,2.89,,,97.35,,,68.81,,,,,,,,135.33,,,,
4669,152.98,CRS,CRS_11_12_2015_20_00_00,2015,11/12/2015,20:00:00,,10.74,3.25,,,154.97,,,83.66,,,,,,,,144.6,,,,
4670,13.35,CRS,CRS_12_12_2015_00_00_00,2015,12/12/2015,00:00:00,,9.72,0.71,,,20.07,,,23.05,,,,,,,,33.01,,,,
4671,14.71,CRS,CRS_12_12_2015_04_00_00,2015,12/12/2015,04:00:00,,9.92,1.25,,,19.37,,,15.67,,,,,,,,58.08,,,,
4672,579.42,CRS,CRS_12_12_2015_08_00_00,2015,12/12/2015,08:00:00,,9.88,2,,,423.39,,,299.25,,,,,,,,129.2,,,,
4673,450.68,CRS,CRS_12_12_2015_12_00_00,2015,12/12/2015,12:00:00,,9.21,1.7,,,350.33,,,375.05,,,,,,,,68.63,,,,
4674,213.18,CRS,CRS_12_12_2015_16_00_00,2015,12/12/2015,16:00:00,,9.64,2.54,,,164.73,,,251.19,,,,,,,,97.59,,,,
4675,567.41,CRS,CRS_12_12_2015_20_00_00,2015,12/12/2015,20:00:00,,10.3,2.39,,,565.56,,,359.7,,,,,,,,130.54,,,,
4676,NA,CRS,CRS_13_12_2015_00_00_00,2015,13/12/2015,00:00:00,,9.75,0.79,,,598.28,,,362.84,,,,,,,,41.08,,,,
4677,429.6,CRS,CRS_13_12_2015_04_00_00,2015,13/12/2015,04:00:00,,9.79,1.37,,,308.15,,,229.56,,,,,,,,77.18,,,,
4678,NA,CRS,CRS_13_12_2015_08_00_00,2015,13/12/2015,08:00:00,,9.67,1.45,,,750.39,,,793.59,,,,,,,,85.14,,,,
4679,NA,CRS,CRS_13_12_2015_12_00_00,2015,13/12/2015,12:00:00,,9.08,1.51,,,965.42,,,907.98,,,,,,,,33.37,,,,
4680,594.1,CRS,CRS_13_12_2015_16_00_00,2015,13/12/2015,16:00:00,,9.43,2.28,,,637.09,,,563.44,,,,,,,,130.46,,,,
4681,104.72,CRS,CRS_13_12_2015_20_00_00,2015,13/12/2015,20:00:00,,9.93,1.74,,,107.87,,,68.04,,,,,,,,96.85,,,,
4682,73.16,CRS,CRS_14_12_2015_00_00_00,2015,14/12/2015,00:00:00,,9.58,0.85,,,86.56,,,63.36,,,,,,,,34.33,,,,
4683,78.68,CRS,CRS_14_12_2015_04_00_00,2015,14/12/2015,04:00:00,,9.98,1.48,,,84.36,,,64.62,,,,,,,,64.42,,,,
4684,20.24,CRS,CRS_14_12_2015_08_00_00,2015,14/12/2015,08:00:00,,9.52,1.24,,,30.92,,,37.95,,,,,,,,67.81,,,,
4685,18.91,CRS,CRS_14_12_2015_12_00_00,2015,14/12/2015,12:00:00,,9.33,1.9,,,36.06,,,57.69,,,,,,,,54.69,,,,
4686,8.26,CRS,CRS_16_12_2015_12_00_00,2015,16/12/2015,12:00:00,,9.42,1.82,,,11.99,,,19.03,,,,,,,,80.89,,,,
4687,8.3,CRS,CRS_16_12_2015_16_00_00,2015,16/12/2015,16:00:00,,10.15,2.42,,,12.01,,,19.02,,,,,,,,110.32,,,,
4688,8.31,CRS,CRS_16_12_2015_20_00_00,2015,16/12/2015,20:00:00,,10.59,2,,,12.01,,,19.01,,,,,,,,112.14,,,,
4689,8.34,CRS,CRS_17_12_2015_00_00_00,2015,17/12/2015,00:00:00,,10.17,0.61,,,12.03,,,19.01,,,,,,,,56.32,,,,
4690,8.31,CRS,CRS_17_12_2015_04_00_00,2015,17/12/2015,04:00:00,,10.26,1.09,,,12.02,,,19.03,,,,,,,,73.2,,,,
4691,8.12,CRS,CRS_17_12_2015_08_00_00,2015,17/12/2015,08:00:00,,10.02,1.7,,,11.84,,,18.88,,,,,,,,106.88,,,,
4692,28.82,CRS,CRS_17_12_2015_12_00_00,2015,17/12/2015,12:00:00,,8.96,2.39,,,61.39,,,78.23,,,,,,,,77.3,,,,
4693,45.56,CRS,CRS_17_12_2015_16_00_00,2015,17/12/2015,16:00:00,,11.42,2.2,,,72.24,,,78.39,,,,,,,,101.87,,,,
4694,62.3,CRS,CRS_17_12_2015_20_00_00,2015,17/12/2015,20:00:00,,11.99,2.3,,,87,,,83.04,,,,,,,,76.33,,,,
4695,17.73,CRS,CRS_18_12_2015_00_00_00,2015,18/12/2015,00:00:00,,11.54,1,,,31.06,,,36.54,,,,,,,,50.67,,,,
4696,36.96,CRS,CRS_18_12_2015_04_00_00,2015,18/12/2015,04:00:00,,11.64,1.86,,,52.6,,,51.28,,,,,,,,54.52,,,,
4697,43.58,CRS,CRS_18_12_2015_08_00_00,2015,18/12/2015,08:00:00,,11.75,2.17,,,66.6,,,69.86,,,,,,,,98.69,,,,
4698,37.67,CRS,CRS_18_12_2015_12_00_00,2015,18/12/2015,12:00:00,,11.17,1.84,,,63.02,,,71.57,,,,,,,,81.68,,,,
4699,61.05,CRS,CRS_18_12_2015_16_00_00,2015,18/12/2015,16:00:00,,11.5,2.64,,,87.87,,,86.74,,,,,,,,86.6,,,,
4700,113.81,CRS,CRS_18_12_2015_20_00_00,2015,18/12/2015,20:00:00,,12.31,3.02,,,144.36,,,121.83,,,,,,,,95.95,,,,
4701,21.27,CRS,CRS_19_12_2015_00_00_00,2015,19/12/2015,00:00:00,,11.75,0.69,,,32.85,,,34.8,,,,,,,,40.36,,,,
4702,39.74,CRS,CRS_19_12_2015_04_00_00,2015,19/12/2015,04:00:00,,11.89,1.14,,,54.1,,,50.09,,,,,,,,59.86,,,,
4703,48.23,CRS,CRS_19_12_2015_08_00_00,2015,19/12/2015,08:00:00,,11.89,1.7,,,69.15,,,67.96,,,,,,,,91.47,,,,
4704,33.63,CRS,CRS_19_12_2015_12_00_00,2015,19/12/2015,12:00:00,,11.28,1.63,,,57.84,,,67.13,,,,,,,,73.02,,,,
4705,70.68,CRS,CRS_19_12_2015_16_00_00,2015,19/12/2015,16:00:00,,11.77,2.46,,,105.01,,,107.13,,,,,,,,99.67,,,,
4706,94.99,CRS,CRS_19_12_2015_20_00_00,2015,19/12/2015,20:00:00,,12.4,2.61,,,123.69,,,108.25,,,,,,,,118.23,,,,
4707,17.1,CRS,CRS_20_12_2015_00_00_00,2015,20/12/2015,00:00:00,,11.91,0.73,,,29.26,,,33.82,,,,,,,,34.24,,,,
4708,48.66,CRS,CRS_20_12_2015_04_00_00,2015,20/12/2015,04:00:00,,12.07,1.21,,,64.96,,,58.71,,,,,,,,45.25,,,,
4709,55.84,CRS,CRS_20_12_2015_08_00_00,2015,20/12/2015,08:00:00,,12.11,1.6,,,77.06,,,72.55,,,,,,,,79.72,,,,
4710,32.47,CRS,CRS_20_12_2015_12_00_00,2015,20/12/2015,12:00:00,,11.42,1.71,,,58.46,,,70.16,,,,,,,,60.02,,,,
4711,65.68,CRS,CRS_20_12_2015_16_00_00,2015,20/12/2015,16:00:00,,11.61,2.1,,,94.27,,,92.77,,,,,,,,81.42,,,,
4712,81.72,CRS,CRS_20_12_2015_20_00_00,2015,20/12/2015,20:00:00,,12.02,2.2,,,108.89,,,98.21,,,,,,,,70.91,,,,
4713,15.42,CRS,CRS_21_12_2015_00_00_00,2015,21/12/2015,00:00:00,,11.64,0.67,,,27.35,,,32.48,,,,,,,,33.98,,,,
4714,33.32,CRS,CRS_21_12_2015_04_00_00,2015,21/12/2015,04:00:00,,11.77,1.13,,,48.1,,,47.64,,,,,,,,37.29,,,,
4715,45.41,CRS,CRS_21_12_2015_08_00_00,2015,21/12/2015,08:00:00,,11.67,2.24,,,70.77,,,75.6,,,,,,,,66.19,,,,
4716,18.81,CRS,CRS_21_12_2015_12_00_00,2015,21/12/2015,12:00:00,,10.97,1.11,,,47.91,,,69.45,,,,,,,,29.58,,,,
4717,74.47,CRS,CRS_21_12_2015_16_00_00,2015,21/12/2015,16:00:00,,11.32,1.89,,,108.69,,,108.89,,,,,,,,54.11,,,,
4718,104.45,CRS,CRS_21_12_2015_20_00_00,2015,21/12/2015,20:00:00,,11.89,2.37,,,138.31,,,123.75,,,,,,,,104.45,,,,
4719,27.78,CRS,CRS_22_12_2015_00_00_00,2015,22/12/2015,00:00:00,,11.29,0.81,,,45.83,,,51.46,,,,,,,,70.44,,,,
4720,49.99,CRS,CRS_22_12_2015_04_00_00,2015,22/12/2015,04:00:00,,11.56,1.36,,,69.93,,,66.88,,,,,,,,62.09,,,,
4721,51.64,CRS,CRS_22_12_2015_08_00_00,2015,22/12/2015,08:00:00,,11.54,2.21,,,84.31,,,93.84,,,,,,,,70.86,,,,
4722,31.95,CRS,CRS_22_12_2015_12_00_00,2015,22/12/2015,12:00:00,,11.62,1.15,,,63.16,,,80.61,,,,,,,,53.77,,,,
4723,79.09,CRS,CRS_22_12_2015_16_00_00,2015,22/12/2015,16:00:00,,10.64,2.96,,,116.34,,,117.49,,,,,,,,82.98,,,,
4724,111.24,CRS,CRS_22_12_2015_20_00_00,2015,22/12/2015,20:00:00,,11.62,2.22,,,145.49,,,128.07,,,,,,,,91.21,,,,
4725,21.39,CRS,CRS_23_12_2015_00_00_00,2015,23/12/2015,00:00:00,,10.92,0.75,,,41.46,,,52.27,,,,,,,,50.2,,,,
4726,29.48,CRS,CRS_23_12_2015_04_00_00,2015,23/12/2015,04:00:00,,11.12,1.07,,,48.22,,,53.76,,,,,,,,37.64,,,,
4727,43.57,CRS,CRS_23_12_2015_08_00_00,2015,23/12/2015,08:00:00,,11.06,1.9,,,70.55,,,77.96,,,,,,,,75.16,,,,
4728,38.4,CRS,CRS_23_12_2015_12_00_00,2015,23/12/2015,12:00:00,,10.76,1.71,,,67.11,,,78.84,,,,,,,,63,,,,
4729,80.86,CRS,CRS_23_12_2015_16_00_00,2015,23/12/2015,16:00:00,,11.06,2.71,,,115.24,,,112.55,,,,,,,,74.02,,,,
4730,139.96,CRS,CRS_23_12_2015_20_00_00,2015,23/12/2015,20:00:00,,11.8,2.91,,,179.43,,,153.71,,,,,,,,90.11,,,,
4731,19.64,CRS,CRS_24_12_2015_00_00_00,2015,24/12/2015,00:00:00,,10.89,0.91,,,36.69,,,45.17,,,,,,,,57.61,,,,
4732,53.87,CRS,CRS_24_12_2015_04_00_00,2015,24/12/2015,04:00:00,,11.05,1.51,,,77.25,,,75.96,,,,,,,,60.9,,,,
4733,49.12,CRS,CRS_24_12_2015_08_00_00,2015,24/12/2015,08:00:00,,11.06,1.52,,,78.92,,,86.64,,,,,,,,52.41,,,,
4734,32.72,CRS,CRS_24_12_2015_12_00_00,2015,24/12/2015,12:00:00,,10.33,1.42,,,62.73,,,78.54,,,,,,,,33.96,,,,
4735,75.89,CRS,CRS_24_12_2015_16_00_00,2015,24/12/2015,16:00:00,,10.66,2.46,,,111.76,,,113.01,,,,,,,,66.6,,,,
4736,123.3,CRS,CRS_24_12_2015_20_00_00,2015,24/12/2015,20:00:00,,11.49,2.32,,,165.7,,,151.05,,,,,,,,71.91,,,,
4737,29.6,CRS,CRS_25_12_2015_00_00_00,2015,25/12/2015,00:00:00,,10.94,0.9,,,51.49,,,60.26,,,,,,,,50.26,,,,
4738,71.47,CRS,CRS_25_12_2015_04_00_00,2015,25/12/2015,04:00:00,,11.35,1.64,,,94.23,,,83.85,,,,,,,,61.97,,,,
4739,80.84,CRS,CRS_25_12_2015_08_00_00,2015,25/12/2015,08:00:00,,11.03,1.63,,,117.04,,,116.25,,,,,,,,83.65,,,,
4740,38.92,CRS,CRS_25_12_2015_12_00_00,2015,25/12/2015,12:00:00,,10.37,1.26,,,74.57,,,93.32,,,,,,,,8.05,,,,
4741,57.39,CRS,CRS_25_12_2015_16_00_00,2015,25/12/2015,16:00:00,,10.39,1.65,,,88.94,,,94.52,,,,,,,,24.12,,,,
4742,79.35,CRS,CRS_25_12_2015_20_00_00,2015,25/12/2015,20:00:00,,11.68,1.62,,,108.58,,,101.21,,,,,,,,30.08,,,,
4743,15.38,CRS,CRS_26_12_2015_00_00_00,2015,26/12/2015,00:00:00,,11.44,0.96,,,29.09,,,36.11,,,,,,,,26.58,,,,
4744,72.67,CRS,CRS_26_12_2015_04_00_00,2015,26/12/2015,04:00:00,,11.81,1.18,,,98.02,,,89.76,,,,,,,,22.18,,,,
4745,65.4,CRS,CRS_26_12_2015_08_00_00,2015,26/12/2015,08:00:00,,11.29,1.19,,,95.87,,,96.49,,,,,,,,33.32,,,,
4746,36.82,CRS,CRS_26_12_2015_12_00_00,2015,26/12/2015,12:00:00,,9.85,1.01,,,70.86,,,88.92,,,,,,,,33.77,,,,
4747,71.86,CRS,CRS_26_12_2015_16_00_00,2015,26/12/2015,16:00:00,,11.1,1.95,,,102.51,,,100.21,,,,,,,,28.64,,,,
4748,64.74,CRS,CRS_26_12_2015_20_00_00,2015,26/12/2015,20:00:00,,11.81,1.7,,,92.84,,,91.28,,,,,,,,46.67,,,,
4749,12.28,CRS,CRS_27_12_2015_00_00_00,2015,27/12/2015,00:00:00,,11.68,0.86,,,26.3,,,35.13,,,,,,,,37.04,,,,
4750,72.92,CRS,CRS_27_12_2015_04_00_00,2015,27/12/2015,04:00:00,,12.07,1.29,,,99.48,,,92.39,,,,,,,,19.68,,,,
4751,78.95,CRS,CRS_27_12_2015_08_00_00,2015,27/12/2015,08:00:00,,12.09,1.41,,,110.97,,,106.7,,,,,,,,46.42,,,,
4752,39.62,CRS,CRS_27_12_2015_12_00_00,2015,27/12/2015,12:00:00,,11.6,1.47,,,66.85,,,76.43,,,,,,,,38.9,,,,
4753,72.85,CRS,CRS_27_12_2015_16_00_00,2015,27/12/2015,16:00:00,,11.73,1.71,,,105.98,,,105.8,,,,,,,,34.82,,,,
4754,77.64,CRS,CRS_27_12_2015_20_00_00,2015,27/12/2015,20:00:00,,12.07,1.59,,,111.51,,,109.83,,,,,,,,45.46,,,,
4755,12.98,CRS,CRS_28_12_2015_00_00_00,2015,28/12/2015,00:00:00,,11.87,0.71,,,31.14,,,43.98,,,,,,,,29.93,,,,
4756,74.33,CRS,CRS_28_12_2015_04_00_00,2015,28/12/2015,04:00:00,,12.54,1.16,,,105.18,,,101.89,,,,,,,,21.11,,,,
4757,54.4,CRS,CRS_28_12_2015_08_00_00,2015,28/12/2015,08:00:00,,12.34,1.62,,,86.51,,,94.13,,,,,,,,41.36,,,,
4758,30.26,CRS,CRS_28_12_2015_12_00_00,2015,28/12/2015,12:00:00,,12.17,1.33,,,61.15,,,79.07,,,,,,,,41.5,,,,
4759,84.68,CRS,CRS_28_12_2015_16_00_00,2015,28/12/2015,16:00:00,,12.72,1.97,,,122.87,,,122.34,,,,,,,,44.64,,,,
4760,92.22,CRS,CRS_28_12_2015_20_00_00,2015,28/12/2015,20:00:00,,13.25,2.02,,,127.98,,,121.29,,,,,,,,60.97,,,,
4761,19.09,CRS,CRS_29_12_2015_00_00_00,2015,29/12/2015,00:00:00,,13.03,0.72,,,37.96,,,48.61,,,,,,,,40.19,,,,
4762,80.78,CRS,CRS_29_12_2015_04_00_00,2015,29/12/2015,04:00:00,,13.82,1.19,,,109.76,,,101.42,,,,,,,,27.82,,,,
4763,53.57,CRS,CRS_29_12_2015_08_00_00,2015,29/12/2015,08:00:00,,13.68,1.4,,,79.31,,,80.64,,,,,,,,51.42,,,,
4764,42.63,CRS,CRS_29_12_2015_12_00_00,2015,29/12/2015,12:00:00,,13.36,1.28,,,69.93,,,78.13,,,,,,,,47.09,,,,
4765,78.07,CRS,CRS_29_12_2015_16_00_00,2015,29/12/2015,16:00:00,,13.98,2.23,,,110.22,,,106.52,,,,,,,,44.82,,,,
4766,90.65,CRS,CRS_29_12_2015_20_00_00,2015,29/12/2015,20:00:00,,14.27,2.04,,,121.86,,,111.14,,,,,,,,67.92,,,,
4767,15.79,CRS,CRS_30_12_2015_00_00_00,2015,30/12/2015,00:00:00,,14.16,0.61,,,33.22,,,43.95,,,,,,,,44.83,,,,
4768,123.23,CRS,CRS_30_12_2015_04_00_00,2015,30/12/2015,04:00:00,,15.19,1.19,,,158.81,,,137.03,,,,,,,,29.27,,,,
4769,66.92,CRS,CRS_30_12_2015_08_00_00,2015,30/12/2015,08:00:00,,14.62,1.38,,,99.88,,,102.38,,,,,,,,65.07,,,,
4770,41.76,CRS,CRS_30_12_2015_12_00_00,2015,30/12/2015,12:00:00,,14.1,1.16,,,69.83,,,79.26,,,,,,,,68.28,,,,
4771,68.19,CRS,CRS_30_12_2015_16_00_00,2015,30/12/2015,16:00:00,,13.78,2.06,,,107.34,,,115.73,,,,,,,,42.23,,,,
4772,86.92,CRS,CRS_30_12_2015_20_00_00,2015,30/12/2015,20:00:00,,15.99,2.24,,,120.03,,,113.07,,,,,,,,80.23,,,,
4773,17.05,CRS,CRS_31_12_2015_00_00_00,2015,31/12/2015,00:00:00,,15.6,0.67,,,34.25,,,44.12,,,,,,,,53.51,,,,
4774,86.05,CRS,CRS_31_12_2015_04_00_00,2015,31/12/2015,04:00:00,,16.27,1.39,,,113.84,,,101.72,,,,,,,,55.78,,,,
4775,51.1,CRS,CRS_31_12_2015_08_00_00,2015,31/12/2015,08:00:00,,15.71,1.42,,,82.88,,,91.72,,,,,,,,66.13,,,,
4776,39.87,CRS,CRS_31_12_2015_12_00_00,2015,31/12/2015,12:00:00,,15.43,1.25,,,68.76,,,79.97,,,,,,,,73.48,,,,
4777,54.56,CRS,CRS_31_12_2015_16_00_00,2015,31/12/2015,16:00:00,,15.78,1.65,,,84.75,,,90.28,,,,,,,,75.85,,,,
4778,58.58,CRS,CRS_31_12_2015_20_00_00,2015,31/12/2015,20:00:00,,16.39,1.8,,,88.61,,,92.02,,,,,,,,107.87,,,,
4779,1.11,BWSSB,BWSSB_01_09_2016_00_00_00,2016,01/09/2016,00:00:00,89.13,2.33,0.97,23.24,,5.32,1.51,287.22,19.91,,,,,,,,,,,,
4780,1.8,BWSSB,BWSSB_01_09_2016_04_00_00,2016,01/09/2016,04:00:00,89.13,2.36,1.3,19.5,,7.6,1.28,286.83,23.33,,,,,,,,,,,,
4781,6.08,BWSSB,BWSSB_01_09_2016_08_00_00,2016,01/09/2016,08:00:00,89.13,2.4,0.76,16.71,,15.21,2.91,279.21,31.07,,,,,,,,,,,,
4782,2.85,BWSSB,BWSSB_01_09_2016_12_00_00,2016,01/09/2016,12:00:00,72.23,2.08,0.99,23.86,,5.29,2.8,284.31,16.87,,,,,,,,,,,,
4783,6.17,BWSSB,BWSSB_01_09_2016_16_00_00,2016,01/09/2016,16:00:00,68.92,6.09,1.09,25.71,,23.42,1.11,305.54,49.84,,,,,,,,,,,,
4784,6.82,BWSSB,BWSSB_01_09_2016_20_00_00,2016,01/09/2016,20:00:00,80.59,5.85,1.11,17.39,,29.14,1.25,282.82,59.4,,,,,,,,,,,,
4785,0.4,BWSSB,BWSSB_02_09_2016_00_00_00,2016,02/09/2016,00:00:00,85.81,5.94,0.67,20.88,,3.86,1.73,283.68,19.36,,,,,,,,,,,,
4786,0.88,BWSSB,BWSSB_02_09_2016_04_00_00,2016,02/09/2016,04:00:00,89.13,5.92,0.66,18.74,,3.04,2.27,282.8,16.29,,,,,,,,,,,,
4787,1.01,BWSSB,BWSSB_02_09_2016_08_00_00,2016,02/09/2016,08:00:00,82.51,5.94,0.63,22.5,,2.47,3.45,280.54,13.32,,,,,,,,,,,,
4788,0.85,BWSSB,BWSSB_02_09_2016_12_00_00,2016,02/09/2016,12:00:00,67.99,2.49,0.75,27.88,,1.97,3.47,280.3,12.7,,,,,,,,,,,,
4789,0.43,BWSSB,BWSSB_02_09_2016_16_00_00,2016,02/09/2016,16:00:00,76.11,2.55,0.47,23.58,,4.41,2.3,280.19,19.19,,,,,,,,,,,,
4790,0.35,BWSSB,BWSSB_02_09_2016_20_00_00,2016,02/09/2016,20:00:00,86.34,2.44,0.53,22.2,,5.38,2.42,281.9,22.38,,,,,,,,,,,,
4791,0.53,BWSSB,BWSSB_03_09_2016_00_00_00,2016,03/09/2016,00:00:00,89.13,2.42,0.54,17.27,,3.24,2.71,283.67,16.99,,,,,,,,,,,,
4792,0.62,BWSSB,BWSSB_03_09_2016_04_00_00,2016,03/09/2016,04:00:00,89.13,2.42,0.45,17.85,,2.99,2.28,285.08,15.97,,,,,,,,,,,,
4793,1.96,BWSSB,BWSSB_03_09_2016_08_00_00,2016,03/09/2016,08:00:00,79.28,2.73,0.7,26.67,,5.68,2.99,286.26,18.62,,,,,,,,,,,,
4794,0.9,BWSSB,BWSSB_03_09_2016_12_00_00,2016,03/09/2016,12:00:00,62.14,2.42,0.59,36.18,,4.1,3.25,279.31,17.77,,,,,,,,,,,,
4795,1.11,BWSSB,BWSSB_03_09_2016_16_00_00,2016,03/09/2016,16:00:00,66.24,2.34,0.47,29.5,,7.76,1.79,281.26,25.52,,,,,,,,,,,,
4796,0.41,BWSSB,BWSSB_03_09_2016_20_00_00,2016,03/09/2016,20:00:00,77.09,2,0.68,20.38,,13.54,0.85,282.36,37.86,,,,,,,,,,,,
4797,0.91,BWSSB,BWSSB_04_09_2016_00_00_00,2016,04/09/2016,00:00:00,88.33,1.92,0.73,19.13,,7.93,0.97,284.54,25.89,,,,,,,,,,,,
4798,1.22,BWSSB,BWSSB_04_09_2016_04_00_00,2016,04/09/2016,04:00:00,89.13,1.94,0.66,20.13,,5.33,1.62,283.84,20,,,,,,,,,,,,
4799,2.28,BWSSB,BWSSB_04_09_2016_08_00_00,2016,04/09/2016,08:00:00,82.16,1.99,0.82,21.77,,6.27,2.66,292.48,19.19,,,,,,,,,,,,
4800,1.19,BWSSB,BWSSB_04_09_2016_12_00_00,2016,04/09/2016,12:00:00,63.25,2.55,0.71,29.96,,4.27,2.51,298.97,17.41,,,,,,,,,,,,
4801,0.94,BWSSB,BWSSB_04_09_2016_16_00_00,2016,04/09/2016,16:00:00,77.72,2.49,0.63,24.06,,6.31,1.61,289.93,22.82,,,,,,,,,,,,
4802,1.4,BWSSB,BWSSB_04_09_2016_20_00_00,2016,04/09/2016,20:00:00,89.13,2.24,1.19,20.04,,10.18,1.5,292.33,33.11,,,,,,,,,,,,
4803,0.11,BWSSB,BWSSB_05_09_2016_00_00_00,2016,05/09/2016,00:00:00,89.13,2.29,0.84,20.63,,5.55,0.92,287.7,28.35,,,,,,,,,,,,
4804,0.55,BWSSB,BWSSB_05_09_2016_04_00_00,2016,05/09/2016,04:00:00,89.13,2.4,0.71,19.7,,7.71,1.34,289.98,33.1,,,,,,,,,,,,
4805,0.71,BWSSB,BWSSB_05_09_2016_08_00_00,2016,05/09/2016,08:00:00,77.16,2.52,0.76,24.23,,10.41,2.87,291.2,34.18,,,,,,,,,,,,
4806,0.24,BWSSB,BWSSB_05_09_2016_12_00_00,2016,05/09/2016,12:00:00,58.61,2.44,0.74,31.06,,6.96,2.84,295.79,34.78,,,,,,,,,,,,
4807,0.05,BWSSB,BWSSB_05_09_2016_16_00_00,2016,05/09/2016,16:00:00,62.26,2.37,0.95,24.96,,16.75,2.02,283.25,56.15,,,,,,,,,,,,
4808,0.09,BWSSB,BWSSB_05_09_2016_20_00_00,2016,05/09/2016,20:00:00,78.34,2.14,0.62,19.37,,17.99,1.67,286.93,60.11,,,,,,,,,,,,
4809,0.01,BWSSB,BWSSB_06_09_2016_00_00_00,2016,06/09/2016,00:00:00,87.82,2.1,0.62,22.88,,5.22,1.67,286.13,35.32,,,,,,,,,,,,
4810,0.02,BWSSB,BWSSB_06_09_2016_04_00_00,2016,06/09/2016,04:00:00,89.13,2.17,0.77,19.15,,12.27,1.43,286.03,48.16,,,,,,,,,,,,
4811,0.56,BWSSB,BWSSB_06_09_2016_08_00_00,2016,06/09/2016,08:00:00,76.15,2.19,0.66,23.55,,23.26,2.59,286.47,65.27,,,,,,,,,,,,
4812,7.82,BWSSB,BWSSB_06_09_2016_12_00_00,2016,06/09/2016,12:00:00,56.81,2.63,0.84,30.18,,28.98,3.09,285.2,81.27,,,,,,,,,,,,
4813,0.03,BWSSB,BWSSB_06_09_2016_16_00_00,2016,06/09/2016,16:00:00,75.02,2.47,0.73,23.18,,35.28,2.64,285.75,103.69,,,,,,,,,,,,
4814,0.11,BWSSB,BWSSB_07_09_2016_04_00_00,2016,07/09/2016,04:00:00,89.13,2.36,0.53,18.45,,20.55,1.53,289.07,73.9,,,,,,,,,,,,
4815,0.76,BWSSB,BWSSB_07_09_2016_08_00_00,2016,07/09/2016,08:00:00,70.12,2.5,0.78,28.44,,31.33,2.56,300,85.04,,,,,,,,,,,,
4816,0.06,BWSSB,BWSSB_07_09_2016_16_00_00,2016,07/09/2016,16:00:00,48.03,2.12,0.54,32.05,,42.92,1.04,309.18,118.58,,,,,,,,,,,,
4817,13.79,BWSSB,BWSSB_07_09_2016_20_00_00,2016,07/09/2016,20:00:00,62.63,1.93,0.87,16.27,,86.38,0.86,292.13,180.85,,,,,,,,,,,,
4818,0.63,BWSSB,BWSSB_08_09_2016_04_00_00,2016,08/09/2016,04:00:00,87.98,1.91,0.64,19.88,,21.98,1.52,289.02,76.69,,,,,,,,,,,,
4819,1.02,BWSSB,BWSSB_08_09_2016_08_00_00,2016,08/09/2016,08:00:00,68.3,2.02,1.08,28.64,,30.07,1.82,307.73,83.94,,,,,,,,,,,,
4820,0.22,BWSSB,BWSSB_08_09_2016_12_00_00,2016,08/09/2016,12:00:00,46.19,2.33,1.01,56.82,,23.07,1.47,295.83,79.52,,,,,,,,,,,,
4821,0.55,BWSSB,BWSSB_08_09_2016_16_00_00,2016,08/09/2016,16:00:00,44.49,2.19,0.88,33.57,,49.46,0.63,315.97,132.63,,,,,,,,,,,,
4822,133.87,BWSSB,BWSSB_08_09_2016_20_00_00,2016,08/09/2016,20:00:00,63.72,1.87,0.85,19.01,,223.11,0.43,280.2,276.16,,,,,,,,,,,,
4823,234.45,BWSSB,BWSSB_09_09_2016_12_00_00,2016,09/09/2016,12:00:00,49.63,2.41,0.98,31.59,,137.92,1.81,289.89,100.72,,,,,,,,,,,,
4824,2.39,BWSSB,BWSSB_09_09_2016_16_00_00,2016,09/09/2016,16:00:00,50.68,2.46,0.84,29.63,,14.85,1.12,282.23,17.85,,,,,,,,,,,,
4825,3.81,BWSSB,BWSSB_09_09_2016_20_00_00,2016,09/09/2016,20:00:00,67.55,1.81,1.03,17.08,,18.39,0.84,221.92,23.97,,,,,,,,,,,,
4826,3.99,BWSSB,BWSSB_10_09_2016_00_00_00,2016,10/09/2016,00:00:00,89.13,1.81,0.83,21.02,,13.5,0.51,288.03,13.69,,,,,,,,,,,,
4827,5.81,BWSSB,BWSSB_10_09_2016_04_00_00,2016,10/09/2016,04:00:00,89.13,1.79,0.73,14.3,,17.57,0.54,288.62,19.44,,,,,,,,,,,,
