id,NO,station,key,year,date,from_time,RH,SO2,CO,O3,PM25,NOX,WS,WD,NO2,CH4,NH3,BENZ,TOLU,TEMP,SR,AT,PM10,PRES,ETHYL,NMHC,THC
4828,8.44,BWSSB,BWSSB_10_09_2016_08_00_00,2016,10/09/2016,08:00:00,74.72,1.89,1,35.96,,20.22,1.42,308.5,23.38,,,,,,,,,,,,
4829,9.71,BWSSB,BWSSB_10_09_2016_12_00_00,2016,10/09/2016,12:00:00,53.48,,1.24,39.67,,18.06,1.59,298.39,14.53,,,,,,,,,,,,
4830,5.29,BWSSB,BWSSB_10_09_2016_16_00_00,2016,10/09/2016,16:00:00,51.32,4.19,1,32.25,,24.32,0.76,302,34.22,,,,,,,,,,,,
4831,3.93,BWSSB,BWSSB_10_09_2016_20_00_00,2016,10/09/2016,20:00:00,77.35,4.5,0.97,20.29,,18.93,1.5,298.16,24.92,,,,,,,,,,,,
4832,3.65,BWSSB,BWSSB_11_09_2016_00_00_00,2016,11/09/2016,00:00:00,87.18,4.54,0.61,17.24,,16.56,1.3,310.5,20.47,,,,,,,,,,,,
4833,3.52,BWSSB,BWSSB_11_09_2016_04_00_00,2016,11/09/2016,04:00:00,88.91,4.48,0.65,15.12,,15.42,1.21,301.83,18.33,,,,,,,,,,,,
4834,2.13,BWSSB,BWSSB_11_09_2016_08_00_00,2016,11/09/2016,08:00:00,75.8,4.59,0.94,22.23,,13.14,2.21,310.97,15.91,,,,,,,,,,,,
4835,1.21,BWSSB,BWSSB_11_09_2016_12_00_00,2016,11/09/2016,12:00:00,57.86,2.98,0.83,32.87,,10.67,1.62,302.09,12.3,,,,,,,,,,,,
4836,1.06,BWSSB,BWSSB_11_09_2016_16_00_00,2016,11/09/2016,16:00:00,56.19,2.38,0.91,25.05,,10.42,0.88,290.98,12.1,,,,,,,,,,,,
4837,1.24,BWSSB,BWSSB_11_09_2016_20_00_00,2016,11/09/2016,20:00:00,75.33,2.2,1.11,19.83,,10.93,0.44,319.33,12.81,,,,,,,,,,,,
4838,1.25,BWSSB,BWSSB_12_09_2016_00_00_00,2016,12/09/2016,00:00:00,86.94,2.2,1.03,17.86,,10.54,0.58,294.92,12.04,,,,,,,,,,,,
4839,1.19,BWSSB,BWSSB_12_09_2016_04_00_00,2016,12/09/2016,04:00:00,89.13,2.21,0.59,16.54,,10.78,1.6,287.49,12.65,,,,,,,,,,,,
4840,2.59,BWSSB,BWSSB_12_09_2016_08_00_00,2016,12/09/2016,08:00:00,74.89,2.39,0.66,28.8,,11.52,2.2,300.98,12.03,,,,,,,,,,,,
4841,10.47,BWSSB,BWSSB_12_09_2016_12_00_00,2016,12/09/2016,12:00:00,61.44,3.21,0.99,52.29,,15.72,2.02,316.21,11.37,,,,,,,,,,,,
4842,12.38,BWSSB,BWSSB_12_09_2016_16_00_00,2016,12/09/2016,16:00:00,63.84,15.37,0.34,37.06,,13.27,0.57,306.35,0.88,,,,,,,,,,,,
4843,13.23,BWSSB,BWSSB_12_09_2016_20_00_00,2016,12/09/2016,20:00:00,73.11,25.09,1.04,33.19,,13.75,0.52,314.22,0.66,,,,,,,,,,,,
4844,13.45,BWSSB,BWSSB_13_09_2016_00_00_00,2016,13/09/2016,00:00:00,80.15,28.61,0.62,41.08,,13.71,1.25,293.55,0.33,,,,,,,,,,,,
4845,13.15,BWSSB,BWSSB_13_09_2016_04_00_00,2016,13/09/2016,04:00:00,87.35,30.4,,39.47,,13.31,1.41,285,0.42,,,,,,,,,,,,
4846,154.53,BWSSB,BWSSB_13_09_2016_08_00_00,2016,13/09/2016,08:00:00,71.16,16.03,1.03,72.08,,154.51,2.27,296.65,200.13,,,,,,,,,,,,
4847,2.85,BWSSB,BWSSB_13_09_2016_12_00_00,2016,13/09/2016,12:00:00,55.95,1.65,0.64,51.02,,15.91,1.84,307.79,20.26,,,,,,,,,,,,
4848,1.04,BWSSB,BWSSB_13_09_2016_16_00_00,2016,13/09/2016,16:00:00,58.48,1.99,0.61,39.41,,16.36,0.84,314.26,24.65,,,,,,,,,,,,
4849,0.77,BWSSB,BWSSB_13_09_2016_20_00_00,2016,13/09/2016,20:00:00,78.36,1.71,0.9,29.92,,19.4,1.44,285.79,30.97,,,,,,,,,,,,
4850,2.88,BWSSB,BWSSB_14_09_2016_08_00_00,2016,14/09/2016,08:00:00,73.12,1.54,1.11,40,,13.48,2.55,299.12,30.37,,,,,,,,,,,,
4851,3.14,BWSSB,BWSSB_14_09_2016_12_00_00,2016,14/09/2016,12:00:00,52.15,1.94,0.87,60.77,,12.32,2.13,305.29,27.76,,,,,,,,,,,,
4852,2.57,BWSSB,BWSSB_14_09_2016_16_00_00,2016,14/09/2016,16:00:00,65.59,2.45,0.57,37.02,,16.35,2.1,296.62,36.89,,,,,,,,,,,,
4853,5.64,BWSSB,BWSSB_14_09_2016_20_00_00,2016,14/09/2016,20:00:00,89.11,2.27,1.04,18.23,,22.68,0.68,294.9,45.17,,,,,,,,,,,,
4854,1.28,BWSSB,BWSSB_15_09_2016_00_00_00,2016,15/09/2016,00:00:00,89.14,2.23,0.83,26.03,,9.34,1.89,287.49,24.48,,,,,,,,,,,,
4855,1.71,BWSSB,BWSSB_15_09_2016_04_00_00,2016,15/09/2016,04:00:00,89.13,2.29,0.72,26.65,,9.42,2.28,282.71,24.01,,,,,,,,,,,,
4856,2.67,BWSSB,BWSSB_15_09_2016_08_00_00,2016,15/09/2016,08:00:00,77.6,2.38,0.74,37.24,,11.91,3.01,287.8,27.65,,,,,,,,,,,,
4857,2.47,BWSSB,BWSSB_15_09_2016_12_00_00,2016,15/09/2016,12:00:00,54.48,2.53,1.01,51.66,,10.71,2.99,290.62,25.47,,,,,,,,,,,,
4858,3.17,BWSSB,BWSSB_15_09_2016_16_00_00,2016,15/09/2016,16:00:00,54.3,2.62,0.89,64.86,,14.63,1.33,310.51,32.47,,,,,,,,,,,,
4859,9.91,BWSSB,BWSSB_15_09_2016_20_00_00,2016,15/09/2016,20:00:00,89.13,11.38,1.44,185.55,,26.53,0.91,291.36,46.48,,,,,,,,,,,,
4860,2.72,BWSSB,BWSSB_16_09_2016_00_00_00,2016,16/09/2016,00:00:00,89.13,12.85,1.14,47.88,,10.08,1.76,279.16,23.81,,,,,,,,,,,,
4861,4.26,BWSSB,BWSSB_16_09_2016_04_00_00,2016,16/09/2016,04:00:00,89.13,13.26,0.64,83.62,,9.11,2.5,280.47,19.46,,,,,,,,,,,,
4862,8.24,BWSSB,BWSSB_16_09_2016_08_00_00,2016,16/09/2016,08:00:00,81.51,13.82,0.98,15.94,,13.34,4.2,279.68,22.04,,,,,,,,,,,,
4863,8.3,BWSSB,BWSSB_16_09_2016_12_00_00,2016,16/09/2016,12:00:00,65.12,7.64,1.38,53.37,55.88,15.9,4.29,278.69,26.61,,,,,,,,,,,,
4864,8.61,BWSSB,BWSSB_16_09_2016_16_00_00,2016,16/09/2016,16:00:00,65.17,4.98,0.85,19.28,47.67,16.69,2.67,283.36,28.28,,,,,,,,,,,,
4865,9.53,BWSSB,BWSSB_16_09_2016_20_00_00,2016,16/09/2016,20:00:00,72.24,2.71,0.56,16.73,,17.19,2.45,282.46,27.97,,,,,,,,,,,,
4866,5.24,BWSSB,BWSSB_17_09_2016_00_00_00,2016,17/09/2016,00:00:00,80.4,2.53,0.67,15.93,,10.65,2.83,283.72,21.11,,,,,,,,,,,,
4867,7.35,BWSSB,BWSSB_17_09_2016_04_00_00,2016,17/09/2016,04:00:00,86.13,13.66,0.95,24.68,,13.21,2.79,281.43,23.35,,,,,,,,,,,,
4868,9.72,BWSSB,BWSSB_17_09_2016_08_00_00,2016,17/09/2016,08:00:00,71.58,4.82,1.29,26.8,181.34,17.5,3.79,277.32,27.81,,,,,,,,,,,,
4869,11.75,BWSSB,BWSSB_17_09_2016_12_00_00,2016,17/09/2016,12:00:00,61.73,4.24,0.99,66.75,5.89,19.16,3.55,277.6,28.32,,,,,,,,,,,,
4870,7.58,BWSSB,BWSSB_17_09_2016_16_00_00,2016,17/09/2016,16:00:00,60.15,12.64,1.95,97.15,117.96,9.91,1.91,281.31,14.84,,,,,,,,,,,,
4871,3.39,BWSSB,BWSSB_18_09_2016_08_00_00,2016,18/09/2016,08:00:00,71.55,3.62,0.82,14.21,38.05,6.01,4.25,281.95,27.87,,,,,,,,,,,,
4872,3.66,BWSSB,BWSSB_18_09_2016_12_00_00,2016,18/09/2016,12:00:00,47.74,4.69,1.13,26.18,19.78,10.74,4.37,282.38,21.41,,,,,,,,,,,,
4873,5.09,BWSSB,BWSSB_18_09_2016_16_00_00,2016,18/09/2016,16:00:00,45.53,4.66,0.87,24.43,19.78,11.58,1.92,281.63,21.03,,,,,,,,,,,,
4874,2.4,BWSSB,BWSSB_18_09_2016_20_00_00,2016,18/09/2016,20:00:00,57.42,3.39,0.83,15.06,32.17,11.42,1.89,282.61,26.06,,,,,,,,,,,,
4875,2.97,BWSSB,BWSSB_19_09_2016_00_00_00,2016,19/09/2016,00:00:00,78.33,2.7,0.67,11.36,17.16,10.41,1.8,284.89,29.43,,,,,,,,,,,,
4876,2.53,BWSSB,BWSSB_19_09_2016_04_00_00,2016,19/09/2016,04:00:00,82.4,2.64,0.7,9.87,24.15,10.4,2.21,285.23,32.88,,,,,,,,,,,,
4877,3.62,BWSSB,BWSSB_19_09_2016_08_00_00,2016,19/09/2016,08:00:00,61.53,2.41,0.89,23.61,46.1,11.01,3.62,293.04,30.19,,,,,,,,,,,,
4878,2.65,BWSSB,BWSSB_19_09_2016_12_00_00,2016,19/09/2016,12:00:00,42.06,3.23,0.99,35.81,,10.85,2.82,305.1,26.63,,,,,,,,,,,,
4879,3.81,BWSSB,BWSSB_19_09_2016_16_00_00,2016,19/09/2016,16:00:00,36.25,2.74,0.74,23.65,,12,1.32,316.54,37.63,,,,,,,,,,,,
4880,3.29,BWSSB,BWSSB_19_09_2016_20_00_00,2016,19/09/2016,20:00:00,52.34,1.64,0.68,11.12,,13.79,1.53,306.83,30.28,,,,,,,,,,,,
4881,0.48,BWSSB,BWSSB_20_09_2016_00_00_00,2016,20/09/2016,00:00:00,73,1.98,0.61,13.27,,10.81,1.56,292.97,36.61,,,,,,,,,,,,
4882,2.2,BWSSB,BWSSB_20_09_2016_04_00_00,2016,20/09/2016,04:00:00,80.59,2.82,0.64,13.34,,11.57,2.06,296.17,33.42,,,,,,,,,,,,
4883,3.8,BWSSB,BWSSB_20_09_2016_08_00_00,2016,20/09/2016,08:00:00,68.16,3.11,0.91,20.99,,11.81,3.58,297.84,26.84,,,,,,,,,,,,
4884,3.04,BWSSB,BWSSB_20_09_2016_12_00_00,2016,20/09/2016,12:00:00,49.38,7.96,,25.98,,11.2,2.86,301.57,37.31,,,,,,,,,,,,
4885,18.21,BWSSB,BWSSB_20_09_2016_16_00_00,2016,20/09/2016,16:00:00,48.44,5.22,,10.04,,17.17,1.34,307.91,15.24,,,,,,,,,,,,
4886,0.99,BWSSB,BWSSB_20_09_2016_20_00_00,2016,20/09/2016,20:00:00,66.55,11.04,0.58,11.57,,12.54,1.76,297.95,36.73,,,,,,,,,,,,
4887,2.98,BWSSB,BWSSB_21_09_2016_00_00_00,2016,21/09/2016,00:00:00,73.96,12.19,0.45,14.91,,10.8,2.23,296.4,35.8,,,,,,,,,,,,
4888,0.19,BWSSB,BWSSB_21_09_2016_04_00_00,2016,21/09/2016,04:00:00,80.98,7.36,0.71,11.12,,11.59,1.81,298.31,35.1,,,,,,,,,,,,
4889,2.76,BWSSB,BWSSB_21_09_2016_08_00_00,2016,21/09/2016,08:00:00,70.47,3.01,0.91,17.88,153.33,12.22,3.02,303.22,31.92,,,,,,,,,,,,
4890,8.02,BWSSB,BWSSB_21_09_2016_12_00_00,2016,21/09/2016,12:00:00,54.59,5.9,1.13,29.38,79.47,12.32,1.89,318.1,26.54,,,,,,,,,,,,
4891,10.05,BWSSB,BWSSB_21_09_2016_16_00_00,2016,21/09/2016,16:00:00,69.57,4.88,0.74,17.28,36.21,16.75,1.27,318.11,25.76,,,,,,,,,,,,
4892,11.3,BWSSB,BWSSB_21_09_2016_20_00_00,2016,21/09/2016,20:00:00,80.81,4.82,0.81,14.52,39.46,16.96,1.67,313.24,27,,,,,,,,,,,,
4893,8.31,BWSSB,BWSSB_22_09_2016_00_00_00,2016,22/09/2016,00:00:00,77.11,4.91,0.49,22.49,10.95,15.36,2.24,303.72,27.24,,,,,,,,,,,,
4894,5.93,BWSSB,BWSSB_22_09_2016_04_00_00,2016,22/09/2016,04:00:00,83.45,3.43,0.51,19.65,17.22,15.78,2.03,295.38,29.11,,,,,,,,,,,,
4895,14,BWSSB,BWSSB_22_09_2016_08_00_00,2016,22/09/2016,08:00:00,65.21,0.35,1.99,27.65,3.49,10.99,3.9,296.39,27.85,,,,,,,,,,,,
4896,1.59,BWSSB,BWSSB_22_09_2016_12_00_00,2016,22/09/2016,12:00:00,57.88,,1.51,34.18,0.02,14.7,3.39,305.36,26.82,,,,,,,,,,,,
4897,2.02,BWSSB,BWSSB_22_09_2016_16_00_00,2016,22/09/2016,16:00:00,58.14,0.24,0.72,22.63,,0.31,2.9,303.68,16.44,,,,,,,,,,,,
4898,1.76,BWSSB,BWSSB_22_09_2016_20_00_00,2016,22/09/2016,20:00:00,71.95,0.87,0.78,16.53,6.73,5.81,2.26,290.47,11.72,,,,,,,,,,,,
4899,4.77,BWSSB,BWSSB_23_09_2016_00_00_00,2016,23/09/2016,00:00:00,78.14,2.76,0.47,16.2,5.63,7.68,2.86,285.12,21.59,,,,,,,,,,,,
4900,2.51,BWSSB,BWSSB_23_09_2016_04_00_00,2016,23/09/2016,04:00:00,85.99,2.66,0.66,14.61,6.61,8.14,2.76,282.81,18.33,,,,,,,,,,,,
4901,5.46,BWSSB,BWSSB_23_09_2016_08_00_00,2016,23/09/2016,08:00:00,68.89,2.21,1,20.91,12.5,9.08,3.42,290.91,18.44,,,,,,,,,,,,
4902,2.66,BWSSB,BWSSB_23_09_2016_20_00_00,2016,23/09/2016,20:00:00,85.97,0.06,2.44,11.07,1.89,4.67,1.88,286.73,12.05,,,,,,,,,,,,
4903,2.03,BWSSB,BWSSB_24_09_2016_00_00_00,2016,24/09/2016,00:00:00,86.13,0.34,0.72,12.07,,5.13,2.12,284.33,18.41,,,,,,,,,,,,
4904,2.01,BWSSB,BWSSB_24_09_2016_04_00_00,2016,24/09/2016,04:00:00,86.13,0.4,0.69,11.53,,5.14,2.02,285.08,18.33,,,,,,,,,,,,
4905,9.2,BWSSB,BWSSB_24_09_2016_08_00_00,2016,24/09/2016,08:00:00,85.22,0.22,0.95,11.44,2.27,5.3,3.37,282.81,16.31,,,,,,,,,,,,
4906,7.3,BWSSB,BWSSB_24_09_2016_12_00_00,2016,24/09/2016,12:00:00,70.95,6.93,1.2,13.61,2.69,13.23,3.36,290.72,21.75,,,,,,,,,,,,
4907,6.04,BWSSB,BWSSB_24_09_2016_16_00_00,2016,24/09/2016,16:00:00,63.25,3.64,0.56,9.38,9.64,13.13,2.81,282.26,43.53,,,,,,,,,,,,
4908,0.93,BWSSB,BWSSB_25_09_2016_00_00_00,2016,25/09/2016,00:00:00,84.98,2.89,0.46,8.67,10.6,10.35,2.85,284.25,35.54,,,,,,,,,,,,
4909,5,BWSSB,BWSSB_25_09_2016_04_00_00,2016,25/09/2016,04:00:00,86.13,2.65,0.78,7.14,7.73,13.1,2.47,283.15,29.87,,,,,,,,,,,,
4910,6.53,BWSSB,BWSSB_25_09_2016_08_00_00,2016,25/09/2016,08:00:00,80.81,2.81,1.01,8.77,12.6,13.25,2.9,286.42,32.13,,,,,,,,,,,,
4911,1.51,BWSSB,BWSSB_25_09_2016_12_00_00,2016,25/09/2016,12:00:00,64.93,2.57,0.95,16.22,9.83,12.34,2.74,283.31,35.99,,,,,,,,,,,,
4912,1.48,BWSSB,BWSSB_25_09_2016_16_00_00,2016,25/09/2016,16:00:00,69.35,2.73,0.9,13.62,8.87,13.49,1.43,275.08,35.18,,,,,,,,,,,,
4913,1.99,BWSSB,BWSSB_25_09_2016_20_00_00,2016,25/09/2016,20:00:00,80.32,2.7,0.7,9.02,9.75,13.16,1.82,285.01,35.47,,,,,,,,,,,,
4914,0.49,BWSSB,BWSSB_26_09_2016_00_00_00,2016,26/09/2016,00:00:00,85.44,2.92,0.91,9.36,2.48,12.09,2.19,282.39,34.52,,,,,,,,,,,,
4915,1.47,BWSSB,BWSSB_26_09_2016_04_00_00,2016,26/09/2016,04:00:00,86.13,2.93,0.84,8.67,9.35,12.64,1.44,284.03,33.83,,,,,,,,,,,,
4916,5.36,BWSSB,BWSSB_26_09_2016_08_00_00,2016,26/09/2016,08:00:00,79.33,2.86,0.89,14.71,17.89,14.23,1.86,290.54,30.22,,,,,,,,,,,,
4917,2.8,BWSSB,BWSSB_26_09_2016_12_00_00,2016,26/09/2016,12:00:00,57.18,2.55,1.11,24.63,14.57,12.64,2.37,288.45,44.06,,,,,,,,,,,,
4918,2.22,BWSSB,BWSSB_26_09_2016_16_00_00,2016,26/09/2016,16:00:00,58.23,2.96,0.9,14.26,17.28,15.3,0.82,312.12,37.84,,,,,,,,,,,,
4919,10.19,BWSSB,BWSSB_26_09_2016_20_00_00,2016,26/09/2016,20:00:00,79.54,2.88,1.04,8.09,23.6,16.21,1.22,284.21,29.8,,,,,,,,,,,,
4920,6.63,BWSSB,BWSSB_27_09_2016_00_00_00,2016,27/09/2016,00:00:00,86.13,2.6,0.98,9.99,11.52,12.13,1.47,286.94,48.01,,,,,,,,,,,,
4921,4.75,BWSSB,BWSSB_27_09_2016_04_00_00,2016,27/09/2016,04:00:00,86.13,2.74,0.73,10.24,12.52,13.17,1.82,285.36,29.92,,,,,,,,,,,,
4922,1.42,BWSSB,BWSSB_27_09_2016_08_00_00,2016,27/09/2016,08:00:00,74.91,2.8,0.7,16.14,16.36,13.19,2.34,296.05,35.23,,,,,,,,,,,,
4923,1.55,BWSSB,BWSSB_27_09_2016_12_00_00,2016,27/09/2016,12:00:00,56.77,2.54,0.63,28.95,18.88,13.07,1.42,311.26,35.84,,,,,,,,,,,,
4924,14.91,BWSSB,BWSSB_27_09_2016_16_00_00,2016,27/09/2016,16:00:00,67.91,2.59,0.81,10.09,22.07,17.8,0.79,281.01,28.23,,,,,,,,,,,,
4925,7.02,BWSSB,BWSSB_27_09_2016_20_00_00,2016,27/09/2016,20:00:00,86.1,3.07,0.98,7.67,20.25,15.37,0.83,320.48,33.19,,,,,,,,,,,,
4926,3.96,BWSSB,BWSSB_28_09_2016_00_00_00,2016,28/09/2016,00:00:00,86.13,2.69,1.03,6.44,17.35,14.65,0.64,289.09,36.53,,,,,,,,,,,,
4927,1.09,BWSSB,BWSSB_28_09_2016_04_00_00,2016,28/09/2016,04:00:00,86.13,2.91,0.91,8.47,10.87,13.06,0.99,290.92,37.02,,,,,,,,,,,,
4928,2.3,BWSSB,BWSSB_28_09_2016_08_00_00,2016,28/09/2016,08:00:00,81.67,2.62,0.9,13.33,15.8,14.26,1.16,299.48,35.64,,,,,,,,,,,,
4929,1.47,BWSSB,BWSSB_28_09_2016_12_00_00,2016,28/09/2016,12:00:00,62.32,2.54,0.93,33,16.97,14.01,1.2,286.06,38.88,,,,,,,,,,,,
4930,0.76,BWSSB,BWSSB_28_09_2016_16_00_00,2016,28/09/2016,16:00:00,64.43,2.67,0.94,19.67,19.76,14.53,0.91,293.73,41.45,,,,,,,,,,,,
4931,0.83,BWSSB,BWSSB_28_09_2016_20_00_00,2016,28/09/2016,20:00:00,80.67,2.77,0.66,7.52,19.82,15.32,0.73,289.53,42.75,,,,,,,,,,,,
4932,0.4,BWSSB,BWSSB_29_09_2016_00_00_00,2016,29/09/2016,00:00:00,86.13,2.99,0.74,11.18,14.94,12.49,0.75,290.83,38.34,,,,,,,,,,,,
4933,0.4,BWSSB,BWSSB_29_09_2016_04_00_00,2016,29/09/2016,04:00:00,86.13,2.66,0.74,10.53,11.86,12.56,1.21,286.48,38.85,,,,,,,,,,,,
4934,2.1,BWSSB,BWSSB_29_09_2016_08_00_00,2016,29/09/2016,08:00:00,84.09,2.65,0.67,12.9,20.1,13.78,1.21,310.12,35.29,,,,,,,,,,,,
4935,4.59,BWSSB,BWSSB_29_09_2016_12_00_00,2016,29/09/2016,12:00:00,60.23,2.3,1.83,26.48,39.79,13.74,1.06,295.89,42.76,,,,,,,,,,,,
4936,8.74,BWSSB,BWSSB_29_09_2016_16_00_00,2016,29/09/2016,16:00:00,72.09,2.79,0.75,14.4,24.33,16.22,1.05,270.33,31.1,,,,,,,,,,,,
4937,2.73,BWSSB,BWSSB_30_09_2016_12_00_00,2016,30/09/2016,12:00:00,48.13,1.82,0.75,31.55,7.64,12.67,2.77,290.1,31.78,,,,,,,,,,,,
4938,4.24,BWSSB,BWSSB_08_10_2016_08_00_00,2016,08/10/2016,08:00:00,55.7,1.51,0.89,25.45,3.15,12.59,2.88,283.01,32.5,,,,,,,,,,,,
4939,5.97,BWSSB,BWSSB_08_10_2016_12_00_00,2016,08/10/2016,12:00:00,37.4,2.2,0.63,29.74,1.27,12.41,2.88,281.24,33.38,,,,,,,,,,,,
4940,2.37,BWSSB,BWSSB_08_10_2016_16_00_00,2016,08/10/2016,16:00:00,38.8,2.54,0.29,20.6,1.19,12.42,1.76,278.2,42.26,,,,,,,,,,,,
4941,1.54,BWSSB,BWSSB_08_10_2016_20_00_00,2016,08/10/2016,20:00:00,56.09,2.67,0.31,15.82,12.73,12.13,2.41,282.85,42.82,,,,,,,,,,,,
4942,1.24,BWSSB,BWSSB_09_10_2016_00_00_00,2016,09/10/2016,00:00:00,73.78,2.14,0.37,13.92,14.29,11.53,2.2,286.81,42.45,,,,,,,,,,,,
4943,2.48,BWSSB,BWSSB_09_10_2016_04_00_00,2016,09/10/2016,04:00:00,85.44,2.26,0.36,8.3,12.8,12.13,1.59,284.75,38.45,,,,,,,,,,,,
4944,3.45,BWSSB,BWSSB_09_10_2016_08_00_00,2016,09/10/2016,08:00:00,66.01,2.77,0.47,15.24,13.99,12.29,2.73,285.69,36.69,,,,,,,,,,,,
4945,1.99,BWSSB,BWSSB_09_10_2016_12_00_00,2016,09/10/2016,12:00:00,40.89,2.44,0.63,22.58,6.03,11.79,3.36,286.35,38.06,,,,,,,,,,,,
4946,1.74,BWSSB,BWSSB_09_10_2016_16_00_00,2016,09/10/2016,16:00:00,42.87,2.93,0.26,18.94,7.88,12.19,2.42,281.99,39.35,,,,,,,,,,,,
4947,1.34,BWSSB,BWSSB_09_10_2016_20_00_00,2016,09/10/2016,20:00:00,74.26,2.42,0.39,11.75,12.13,12.29,1.44,292.69,40.6,,,,,,,,,,,,
4948,1.31,BWSSB,BWSSB_10_10_2016_00_00_00,2016,10/10/2016,00:00:00,78.94,2.69,0.31,12.75,33.8,11.68,2.49,284.6,39.07,,,,,,,,,,,,
4949,1.97,BWSSB,BWSSB_10_10_2016_04_00_00,2016,10/10/2016,04:00:00,85.9,2.65,0.9,9.16,8.43,12.04,2.4,284.32,38.62,,,,,,,,,,,,
4950,2.34,BWSSB,BWSSB_10_10_2016_08_00_00,2016,10/10/2016,08:00:00,67.23,2.21,0.49,16.6,12.76,11.97,3.49,282.71,37.75,,,,,,,,,,,,
4951,1.49,BWSSB,BWSSB_10_10_2016_12_00_00,2016,10/10/2016,12:00:00,49.64,2.23,0.44,24.45,5,11.89,2.68,279.54,39.14,,,,,,,,,,,,
4952,2.12,BWSSB,BWSSB_10_10_2016_16_00_00,2016,10/10/2016,16:00:00,52.18,2.6,0.32,14.33,11.5,12.7,1.12,283.89,39.78,,,,,,,,,,,,
4953,1.7,BWSSB,BWSSB_10_10_2016_20_00_00,2016,10/10/2016,20:00:00,66.45,2.6,0.27,9.15,13.51,12.45,1.86,283.32,39.92,,,,,,,,,,,,
4954,3.09,BWSSB,BWSSB_11_10_2016_00_00_00,2016,11/10/2016,00:00:00,81.06,2.47,0.46,9.7,7.31,11.95,1.31,286.39,37,,,,,,,,,,,,
4955,2.19,BWSSB,BWSSB_11_10_2016_04_00_00,2016,11/10/2016,04:00:00,86.15,2.22,0.28,9.56,7.88,12.07,1.37,284.43,38.43,,,,,,,,,,,,
4956,3.66,BWSSB,BWSSB_11_10_2016_08_00_00,2016,11/10/2016,08:00:00,67.95,2.33,0.49,24.06,12.4,12.4,1.77,289.47,36.53,,,,,,,,,,,,
4957,4,BWSSB,BWSSB_11_10_2016_12_00_00,2016,11/10/2016,12:00:00,47.66,2.48,0.32,29.09,6.68,11.87,1.71,284,38.66,,,,,,,,,,,,
4958,6.87,BWSSB,BWSSB_11_10_2016_16_00_00,2016,11/10/2016,16:00:00,67.13,2.32,0.32,12.81,9.23,13.77,0.68,147.92,34.47,,,,,,,,,,,,
4959,4.32,BWSSB,BWSSB_11_10_2016_20_00_00,2016,11/10/2016,20:00:00,86.15,2.47,0.34,9.12,8.27,13.17,1,260.73,37.27,,,,,,,,,,,,
4960,5.62,BWSSB,BWSSB_12_10_2016_00_00_00,2016,12/10/2016,00:00:00,86.15,2.33,0.43,5.42,6.91,14.26,0.45,282.22,37.38,,,,,,,,,,,,
4961,3.54,BWSSB,BWSSB_12_10_2016_04_00_00,2016,12/10/2016,04:00:00,86.15,2.36,0.41,6.65,6.83,12.56,0.88,280.23,37.32,,,,,,,,,,,,
4962,7.36,BWSSB,BWSSB_12_10_2016_08_00_00,2016,12/10/2016,08:00:00,80.07,2.29,0.63,14.63,13.08,13.32,0.99,288.01,32.77,,,,,,,,,,,,
4963,3.27,BWSSB,BWSSB_12_10_2016_12_00_00,2016,12/10/2016,12:00:00,56.96,2.62,0.62,43.76,13.23,13.6,0.68,165.71,39.63,,,,,,,,,,,,
4964,7.18,BWSSB,BWSSB_12_10_2016_16_00_00,2016,12/10/2016,16:00:00,65.59,2.49,0.95,11.71,29.17,16.38,0.21,113.24,39.32,,,,,,,,,,,,
4965,7.64,BWSSB,BWSSB_12_10_2016_20_00_00,2016,12/10/2016,20:00:00,80.13,2.49,0.56,9.33,29.16,14.28,1.14,268.88,34.39,,,,,,,,,,,,
4966,1.4,BWSSB,BWSSB_13_10_2016_00_00_00,2016,13/10/2016,00:00:00,86.13,2.15,0.85,8.64,6.03,12.49,0.21,293.98,41.64,,,,,,,,,,,,
4967,2.33,BWSSB,BWSSB_13_10_2016_04_00_00,2016,13/10/2016,04:00:00,86.13,2.59,0.6,9.97,10.88,13.1,0.3,236.17,40.87,,,,,,,,,,,,
4968,2.27,BWSSB,BWSSB_13_10_2016_08_00_00,2016,13/10/2016,08:00:00,81.38,2.35,0.58,14.44,19.08,13.18,0.15,98.38,40.66,,,,,,,,,,,,
4969,2.96,BWSSB,BWSSB_13_10_2016_12_00_00,2016,13/10/2016,12:00:00,53,2.29,0.62,21.96,16.84,13.08,0.47,139.14,43.3,,,,,,,,,,,,
4970,24.24,BWSSB,BWSSB_13_10_2016_16_00_00,2016,13/10/2016,16:00:00,58.57,2.61,0.5,10.99,26.39,18.25,0.53,151.65,33.96,,,,,,,,,,,,
4971,76.68,BWSSB,BWSSB_13_10_2016_20_00_00,2016,13/10/2016,20:00:00,71.47,2.25,,4.39,140.8,25.26,0.41,59.17,11.29,,,,,,,,,,,,
4972,12.15,BWSSB,BWSSB_14_10_2016_00_00_00,2016,14/10/2016,00:00:00,77.84,2.3,,4.87,47.39,15.28,0.37,96.4,29.44,,,,,,,,,,,,
4973,9.24,BWSSB,BWSSB_14_10_2016_04_00_00,2016,14/10/2016,04:00:00,86.13,2.31,,5.77,36.27,14.47,0.16,47.69,32.22,,,,,,,,,,,,
4974,7.04,BWSSB,BWSSB_14_10_2016_08_00_00,2016,14/10/2016,08:00:00,61.87,2.24,,14.42,28.1,14.1,0.81,82.32,34.99,,,,,,,,,,,,
